# 2017/03/04 - 16:39
PDB,CHAIN,ACCESSION,EC_NUMBER
3utf,C, ,5.4.99.9
3utf,D, ,5.4.99.9
3utg,A, ,5.4.99.9
3utg,B, ,5.4.99.9
3utg,C, ,5.4.99.9
3utg,D, ,5.4.99.9
3uth,A, ,5.4.99.9
3uth,B, ,5.4.99.9
3uth,C, ,5.4.99.9
3uth,D, ,5.4.99.9
3utl,A,P0DJD7,3.4.23.1
3utm,A,Q6PFX9,2.4.2.30
3utm,B,Q6PFX9,2.4.2.30
3utn,X,Q08686,2.8.1.1
3uto,A,Q23551,2.7.11.1
3uto,B,Q23551,2.7.11.1
3utu,H,P00734,3.4.21.5
3utu,L,P00734,3.4.21.5
3uu0,A,Q9KCL9,5.3.1.14
3uu0,B,Q9KCL9,5.3.1.14
3uu0,C,Q9KCL9,5.3.1.14
3uu0,D,Q9KCL9,5.3.1.14
3uu1,A,P9WFX5,2.4.2.18
3uu1,B,P9WFX5,2.4.2.18
3uu1,C,P9WFX5,2.4.2.18
3uu1,D,P9WFX5,2.4.2.18
3uu7,F,Q15788,2.3.1.48
3uu7,G,Q15788,2.3.1.48
3uu9,A,L0DSL2,1.7.2.2
3uu9,B,L0DSL2,1.7.2.2
3uua,F,Q15788,2.3.1.48
3uua,G,Q15788,2.3.1.48
3uud,C,Q15788,2.3.1.48
3uud,D,Q15788,2.3.1.48
3uuo,A,Q9Y233,3.1.4.17
3uuo,A,Q9Y233,3.1.4.35
3uuo,B,Q9Y233,3.1.4.17
3uuo,B,Q9Y233,3.1.4.35
3uus,A,P00452,1.17.4.1
3uus,B,P00452,1.17.4.1
3uus,C,P00452,1.17.4.1
3uus,D,P00452,1.17.4.1
3uus,E,P69924,1.17.4.1
3uus,F,P69924,1.17.4.1
3uus,G,P69924,1.17.4.1
3uus,H,P69924,1.17.4.1
3uuz,A,P00760,3.4.21.4
3uuz,B,P00760,3.4.21.4
3uv3,A,P62623,1.17.7.4
3uv3,B,P62623,1.17.7.4
3uv4,A,P21675,2.3.1.48
3uv4,A,P21675,2.7.11.1
3uv4,B,P21675,2.3.1.48
3uv4,B,P21675,2.7.11.1
3uv5,A,P21675,2.3.1.48
3uv5,A,P21675,2.7.11.1
3uv6,A,P62623,1.17.7.4
3uv6,B,P62623,1.17.7.4
3uv7,A,P62623,1.17.7.4
3uv7,B,P62623,1.17.7.4
3uv9,A,Q0PF16,2.3.2.27
3uva,A,Q9KCL9,5.3.1.14
3uva,B,Q9KCL9,5.3.1.14
3uva,C,Q9KCL9,5.3.1.14
3uva,D,Q9KCL9,5.3.1.14
3uvc,A,P39900,3.4.24.65
3uvc,B,P39900,3.4.24.65
3uvd,A, ,3.6.4.-
3uve,A, ,1.1.1.275
3uve,B, ,1.1.1.275
3uve,C, ,1.1.1.275
3uve,D, ,1.1.1.275
3uvf,A, ,3.1.-.-
3uvf,B, ,3.1.-.-
3uvi,A,P28720,2.4.2.29
3uvj,A,Q02108,4.6.1.2
3uvj,B,Q02153,4.6.1.2
3uvj,C,Q02108,4.6.1.2
3uvj,D,Q02153,4.6.1.2
3uvk,B,O14686,2.1.1.43
3uvl,B,Q8NEZ4,2.1.1.43
3uvm,B,Q9UMN6,2.1.1.43
3uvn,B,O15047,2.1.1.43
3uvn,D,O15047,2.1.1.43
3uvo,B,Q9UPS6,2.1.1.43
3uvp,A,Q16539,2.7.11.24
3uvq,A,Q16539,2.7.11.24
3uvr,A,Q16539,2.7.11.24
3uvt,A, ,5.3.4.1
3uvt,B, ,5.3.4.1
3uvt,C, ,5.3.4.1
3uvt,D, ,5.3.4.1
3uvt,E, ,5.3.4.1
3uw0,A, ,3.1.1.11
3uw1,A, ,5.3.1.6
3uw3,A, ,1.2.1.11
3uw3,B, ,1.2.1.11
3uw4,A,P98170,2.3.2.27
3uw4,A,Q13490,2.3.2.27
3uw5,A,P98170,2.3.2.27
3uw5,A,Q96CA5,2.3.2.27
3uw5,B,P98170,2.3.2.27
3uw5,B,Q96CA5,2.3.2.27
3uw6,A,P10724,5.1.1.1
3uw6,B,P10724,5.1.1.1
3uw6,C,P10724,5.1.1.1
3uw8,A,O59651,1.11.1.21
3uw8,B,O59651,1.11.1.21
3uwc,A, ,2.6.1.-
3uwd,A,Q81X75,2.7.2.3
3uwe,A,P42330,1.1.1.112
3uwe,A,P42330,1.1.1.188
3uwe,A,P42330,1.1.1.239
3uwe,A,P42330,1.1.1.357
3uwe,A,P42330,1.1.1.64
3uwe,A,P42330,1.3.1.20
3uwi,A,P00760,3.4.21.4
3uwj,H,P00734,3.4.21.5
3uwj,L,P00734,3.4.21.5
3uwk,A,Q9HZN8,2.7.4.9
3uwk,B,Q9HZN8,2.7.4.9
3uwl,A,Q834R3,2.1.1.45
3uwl,B,Q834R3,2.1.1.45
3uwl,C,Q834R3,2.1.1.45
3uwl,D,Q834R3,2.1.1.45
3uwm,A,P62623,1.17.7.4
3uwm,B,P62623,1.17.7.4
3uwo,A,Q9HZN8,2.7.4.9
3uwo,B,Q9HZN8,2.7.4.9
3uwp,A,Q8TEK3,2.1.1.43
3uwq,A,Q9KQT7,4.1.1.23
3uwq,B,Q9KQT7,4.1.1.23
3uwu,A,Q6GIL6,5.3.1.1
3uwu,B,Q6GIL6,5.3.1.1
3uwv,A,Q6GIL6,5.3.1.1
3uwv,B,Q6GIL6,5.3.1.1
3uww,A,Q6GIL6,5.3.1.1
3uww,B,Q6GIL6,5.3.1.1
3uwy,A,Q6GIL6,5.3.1.1
3uwy,B,Q6GIL6,5.3.1.1
3uwz,A,Q6GIL6,5.3.1.1
3uwz,B,Q6GIL6,5.3.1.1
3uxa,A, ,4.-.-.-
3uxa,B, ,4.-.-.-
3uxd,A, ,4.-.-.-
3uxd,B, ,4.-.-.-
3uxe,A,P16083,1.10.5.1
3uxe,B,P16083,1.10.5.1
3uxg,B,P56524,3.5.1.98
3uxh,A,P16083,1.10.5.1
3uxh,B,P16083,1.10.5.1
3uxi,A,Q9KCL9,5.3.1.14
3uxi,B,Q9KCL9,5.3.1.14
3uxi,C,Q9KCL9,5.3.1.14
3uxi,D,Q9KCL9,5.3.1.14
3uxj,A,Q9KTK0,1.7.1.13
3uxj,B,Q9KTK0,1.7.1.13
3uxj,C,Q9KTK0,1.7.1.13
3uxj,D,Q9KTK0,1.7.1.13
3uxk,A,P11444,5.1.2.2
3uxk,B,P11444,5.1.2.2
3uxk,C,P11444,5.1.2.2
3uxk,D,P11444,5.1.2.2
3uxl,A,P11444,5.1.2.2
3uxl,B,P11444,5.1.2.2
3uxl,C,P11444,5.1.2.2
3uxl,D,P11444,5.1.2.2
3uxm,A,Q9HZN8,2.7.4.9
3uxm,B,Q9HZN8,2.7.4.9
3uxm,C,Q9HZN8,2.7.4.9
3uxm,D,Q9HZN8,2.7.4.9
3uxn,A,P06766,2.7.7.7
3uxn,B,P06766,2.7.7.7
3uxo,A,P06766,2.7.7.7
3uxo,B,P06766,2.7.7.7
3uxp,A,P06766,2.7.7.7
3uxp,B,P06766,2.7.7.7
3uxv,A,Q9KTK0,1.7.1.13
3uxv,B,Q9KTK0,1.7.1.13
3uxv,C,Q9KTK0,1.7.1.13
3uxv,D,Q9KTK0,1.7.1.13
3uy4,A,Q9PIK2,6.3.2.1
3uy7,A, ,4.-.-.-
3uy7,B, ,4.-.-.-
3uy8,A, ,4.-.-.-
3uy8,B, ,4.-.-.-
3uy9,A,P00760,3.4.21.4
3uy9,B,P00760,3.4.21.4
3uy9,C,P00760,3.4.21.4
3uy9,D,P00760,3.4.21.4
3uy9,E,P00760,3.4.21.4
3uy9,F,P00760,3.4.21.4
3uy9,G,P00760,3.4.21.4
3uy9,H,P00760,3.4.21.4
3uy9,I,P00760,3.4.21.4
3uy9,J,P00760,3.4.21.4
3uy9,K,P00760,3.4.21.4
3uy9,L,P00760,3.4.21.4
3uy9,M,P00760,3.4.21.4
3uy9,N,P00760,3.4.21.4
3uy9,O,P00760,3.4.21.4
3uy9,P,P00760,3.4.21.4
3uyc,A, ,4.-.-.-
3uyc,B, ,4.-.-.-
3uyi,A,Q3L181,1.1.1.317
3uyj,A,Q8N371,1.14.11.27
3uyj,B,Q8N371,1.14.11.27
3uyk,A, ,2.4.1.-
3uyk,B, ,2.4.1.-
3uyl,A, ,2.4.1.-
3uyl,B, ,2.4.1.-
3uyn,A,P07451,4.2.1.1
3uyo,A,P00519,2.7.10.2
3uyp,B,Q2YHF0,2.1.1.56
3uyp,B,Q2YHF0,2.1.1.57
3uyp,B,Q2YHF0,2.7.7.48
3uyp,B,Q2YHF0,3.4.21.91
3uyp,B,Q2YHF0,3.6.1.15
3uyp,B,Q2YHF0,3.6.4.13
3uyq,A,P07451,4.2.1.1
3uys,A,P48730,2.7.11.1
3uys,A,P48730,2.7.11.26
3uys,B,P48730,2.7.11.1
3uys,B,P48730,2.7.11.26
3uys,C,P48730,2.7.11.1
3uys,C,P48730,2.7.11.26
3uys,D,P48730,2.7.11.1
3uys,D,P48730,2.7.11.26
3uyt,A,P48730,2.7.11.1
3uyt,A,P48730,2.7.11.26
3uyt,B,P48730,2.7.11.1
3uyt,B,P48730,2.7.11.26
3uyt,C,P48730,2.7.11.1
3uyt,C,P48730,2.7.11.26
3uyt,D,P48730,2.7.11.1
3uyt,D,P48730,2.7.11.26
3uyy,A, ,2.6.1.42
3uyy,B, ,2.6.1.42
3uz5,A, ,4.-.-.-
3uz5,B, ,4.-.-.-
3uzb,A, ,2.6.1.42
3uzb,B, ,2.6.1.42
3uzb,C, ,2.6.1.42
3uzb,D, ,2.6.1.42
3uzd,B,P56524,3.5.1.98
3uze,C,P27915,2.1.1.56
3uze,C,P27915,2.1.1.57
3uze,C,P27915,2.7.7.48
3uze,C,P27915,3.4.21.91
3uze,C,P27915,3.6.1.15
3uze,C,P27915,3.6.4.13
3uze,D,P27915,2.1.1.56
3uze,D,P27915,2.1.1.57
3uze,D,P27915,2.7.7.48
3uze,D,P27915,3.4.21.91
3uze,D,P27915,3.6.1.15
3uze,D,P27915,3.6.4.13
3uzj,A, ,4.-.-.-
3uzj,B, ,4.-.-.-
3uzo,A, ,2.6.1.42
3uzo,B, ,2.6.1.42
3uzp,A,P48730,2.7.11.1
3uzp,A,P48730,2.7.11.26
3uzp,B,P48730,2.7.11.1
3uzp,B,P48730,2.7.11.26
3uzq,B,P27909,2.1.1.56
3uzq,B,P27909,2.1.1.57
3uzq,B,P27909,2.7.7.48
3uzq,B,P27909,3.4.21.91
3uzq,B,P27909,3.6.1.15
3uzq,B,P27909,3.6.4.13
3uzs,A,P21146,2.7.11.15
3uzt,A,P21146,2.7.11.15
3uzu,A,Q63X76,2.1.1.182
3uzv,A,P07564,2.1.1.56
3uzv,A,P07564,2.1.1.57
3uzv,A,P07564,2.7.7.48
3uzv,A,P07564,3.4.21.91
3uzv,A,P07564,3.6.1.15
3uzv,A,P07564,3.6.4.13
3uzw,A,P51857,1.3.1.3
3uzw,B,P51857,1.3.1.3
3uzx,A,P51857,1.3.1.3
3uzx,B,P51857,1.3.1.3
3uzy,A,P51857,1.3.1.3
3uzy,B,P51857,1.3.1.3
3uzz,A,P51857,1.3.1.3
3uzz,B,P51857,1.3.1.3
3v01,A,Q02750,2.7.12.2
3v04,A,Q02750,2.7.12.2
3v0a,A,P10845,3.4.24.69
3v0b,A,P10845,3.4.24.69
3v0c,A,P10845,3.4.24.69
3v0l,A,P16442,2.4.1.37
3v0l,A,P16442,2.4.1.40
3v0m,A,P16442,2.4.1.37
3v0m,A,P16442,2.4.1.40
3v0m,B,P16442,2.4.1.37
3v0m,B,P16442,2.4.1.40
3v0n,A,P16442,2.4.1.37
3v0n,A,P16442,2.4.1.40
3v0n,B,P16442,2.4.1.37
3v0n,B,P16442,2.4.1.40
3v0o,A,P16442,2.4.1.37
3v0o,A,P16442,2.4.1.40
3v0o,B,P16442,2.4.1.37
3v0o,B,P16442,2.4.1.40
3v0p,A,P16442,2.4.1.37
3v0p,A,P16442,2.4.1.40
3v0p,B,P16442,2.4.1.37
3v0p,B,P16442,2.4.1.40
3v0q,A,P16442,2.4.1.37
3v0q,A,P16442,2.4.1.40
3v0q,B,P16442,2.4.1.37
3v0q,B,P16442,2.4.1.40
3v0s,A,Q3L181,1.1.1.317
3v0t,A,Q3L181,1.1.1.317
3v0u,A,Q3L181,1.1.1.317
3v0x,A,P00760,3.4.21.4
3v12,A,P00760,3.4.21.4
3v13,A,P00760,3.4.21.4
3v14,A, ,3.2.2.22
3v15,A, ,1.14.11.17
3v15,B, ,1.14.11.17
3v15,C, ,1.14.11.17
3v15,D, ,1.14.11.17
3v16,A,P45723,4.6.1.13
3v17,A, ,1.14.11.17
3v17,B, ,1.14.11.17
3v17,C, ,1.14.11.17
3v17,D, ,1.14.11.17
3v18,A,P45723,4.6.1.13
3v1h,A,P45723,4.6.1.13
3v1k,A,P47229,3.7.1.8
3v1k,B,P47229,3.7.1.8
3v1l,A,P47229,3.7.1.8
3v1m,A,P47229,3.7.1.8
3v1n,A,P47229,3.7.1.8
3v1o,A,Q2F7J3,2.7.7.49
3v1o,A,Q2F7J3,2.7.7.7
3v1o,A,Q2F7J3,3.1.26.4
3v1p,A,O26232,4.1.1.23
3v1p,B,O26232,4.1.1.23
3v1q,A,Q2F7J3,2.7.7.49
3v1q,A,Q2F7J3,2.7.7.7
3v1q,A,Q2F7J3,3.1.26.4
3v1r,A,Q2F7J3,2.7.7.49
3v1r,A,Q2F7J3,2.7.7.7
3v1r,A,Q2F7J3,3.1.26.4
3v1s,A,P68175,4.3.3.2
3v1s,B,P68175,4.3.3.2
3v1t,C, ,1.1.1.100
3v1t,D, ,1.1.1.100
3v1u,A, ,1.1.1.100
3v1v,A,Q9F1Y6,4.2.3.118
3v1x,A,Q9F1Y6,4.2.3.118
3v1y,A,Q0J8A4,1.2.1.12
3v1y,B,Q0J8A4,1.2.1.12
3v1y,C,Q0J8A4,1.2.1.12
3v1y,O,Q0J8A4,1.2.1.12
3v1z,A, ,3.1.21.4
3v1z,B, ,3.1.21.4
3v20,A, ,3.1.21.4
3v20,B, ,3.1.21.4
3v21,A, ,3.1.21.4
3v21,B, ,3.1.21.4
3v21,C, ,3.1.21.4
3v21,D, ,3.1.21.4
3v21,E, ,3.1.21.4
3v21,F, ,3.1.21.4
3v21,G, ,3.1.21.4
3v21,H, ,3.1.21.4
3v2a,R, ,2.7.10.1
3v2b,A,Q460N3,2.4.2.30
3v2g,A, ,1.1.1.100
3v2h,A,O86034,1.1.1.30
3v2h,B,O86034,1.1.1.30
3v2i,A,Q2T1B9,3.1.1.29
3v2j,A,P00918,4.2.1.1
3v2k,A, ,3.2.2.22
3v2m,A,P00918,4.2.1.1
3v2t,A,P00644,3.1.31.1
3v2w,A,P00720,3.2.1.17
3v2y,A,P00720,3.2.1.17
3v31,B,P56524,3.5.1.98
3v32,A, ,3.1.-.-
3v32,B, ,3.1.-.-
3v33,A, ,3.1.-.-
3v33,B, ,3.1.-.-
3v34,A, ,3.1.-.-
3v34,B, ,3.1.-.-
3v35,A,P15121,1.1.1.21
3v36,A,P15121,1.1.1.21
3v38,A,P29068,3.4.17.18
3v39,A, ,3.4.16.4
3v3b,A,Q00987,2.3.2.27
3v3b,B,Q00987,2.3.2.27
3v3f,A,P00918,4.2.1.1
3v3g,B,P00918,4.2.1.1
3v3h,B,P00918,4.2.1.1
3v3i,B,P00918,4.2.1.1
3v3j,A,P00918,4.2.1.1
3v3k,A,P55211,3.4.22.62
3v3k,C,P55211,3.4.22.62
3v3k,E,P55211,3.4.22.62
3v3k,G,P55211,3.4.22.62
3v3k,I,P55211,3.4.22.62
3v3k,K,P55211,3.4.22.62
3v3k,M,P55211,3.4.22.62
3v3k,O,P55211,3.4.22.62
3v3l,A,Q9NTX7,2.3.2.27
3v3l,B,Q9NTX7,2.3.2.27
3v3m,A,P0C6U8,3.4.19.12
3v3m,A,P0C6U8,3.4.22.69
3v3r,A, ,3.5.2.6
3v3r,B, ,3.5.2.6
3v3s,A, ,3.5.2.6
3v3s,B, ,3.5.2.6
3v3v,A,P45983,2.7.11.24
3v3w,A,B3PDB1,4.2.1.8
3v43,A,Q92794,2.3.1.48
3v48,A, ,3.5.1.-
3v48,B, ,3.5.1.-
3v4b,A,B3PDB1,4.2.1.8
3v4c,A, ,1.2.1.4
3v4c,B, ,1.2.1.4
3v4d,A, ,1.-.-.-
3v4d,B, ,1.-.-.-
3v4d,C, ,1.-.-.-
3v4d,D, ,1.-.-.-
3v4d,E, ,1.-.-.-
3v4d,F, ,1.-.-.-
3v4e,A, ,2.3.1.-
3v4e,B, ,2.3.1.-
3v4e,C, ,2.3.1.-
3v4i,A,P03366,2.7.7.49
3v4i,A,P03366,2.7.7.7
3v4i,A,P03366,3.1.13.2
3v4i,A,P03366,3.1.26.13
3v4i,A,P03366,3.4.23.16
3v4i,B,P03366,2.7.7.49
3v4i,B,P03366,2.7.7.7
3v4i,B,P03366,3.1.13.2
3v4i,B,P03366,3.1.26.13
3v4i,B,P03366,3.4.23.16
3v4i,C,P03366,2.7.7.49
3v4i,C,P03366,2.7.7.7
3v4i,C,P03366,3.1.13.2
3v4i,C,P03366,3.1.26.13
3v4i,C,P03366,3.4.23.16
3v4i,D,P03366,2.7.7.49
3v4i,D,P03366,2.7.7.7
3v4i,D,P03366,3.1.13.2
3v4i,D,P03366,3.1.26.13
3v4i,D,P03366,3.4.23.16
3v4j,A, ,3.5.4.-
3v4j,B, ,3.5.4.-
3v4k,A, ,3.5.4.-
3v4k,B, ,3.5.4.-
3v4l,A, ,3.4.22.-
3v4n,A, ,2.3.3.10
3v4n,B, ,2.3.3.10
3v4n,C, ,2.3.3.10
3v4n,D, ,2.3.3.10
3v4o,A, ,3.4.22.-
3v4r,A, ,3.1.21.5
3v4r,B, ,3.1.21.5
3v4s,A, ,4.1.1.21
3v4s,B, ,4.1.1.21
3v4t,A,P33038,2.5.1.7
3v4t,B,P33038,2.5.1.7
3v4t,C,P33038,2.5.1.7
3v4t,D,P33038,2.5.1.7
3v4t,E,P33038,2.5.1.7
3v4t,F,P33038,2.5.1.7
3v4t,G,P33038,2.5.1.7
3v4t,H,P33038,2.5.1.7
3v4x,A, ,2.3.3.10
3v4x,B, ,2.3.3.10
3v4x,C, ,2.3.3.10
3v4x,D, ,2.3.3.10
3v4y,A,P62136,3.1.3.16
3v4y,C,P62136,3.1.3.16
3v4y,E,P62136,3.1.3.16
3v4y,G,P62136,3.1.3.16
3v4z,A,Q8ZIE7,6.3.2.4
3v4z,B,Q8ZIE7,6.3.2.4
3v50,A,P0AD64,3.5.2.6
3v51,A, ,2.7.11.17
3v55,A, ,3.4.22.-
3v5a,A, ,3.4.21.-
3v5e,A,Q2G036,3.4.21.92
3v5e,B,Q2G036,3.4.21.92
3v5e,C,Q2G036,3.4.21.92
3v5e,D,Q2G036,3.4.21.92
3v5e,E,Q2G036,3.4.21.92
3v5e,F,Q2G036,3.4.21.92
3v5e,G,Q2G036,3.4.21.92
3v5e,H,Q2G036,3.4.21.92
3v5e,I,Q2G036,3.4.21.92
3v5e,J,Q2G036,3.4.21.92
3v5e,K,Q2G036,3.4.21.92
3v5e,L,Q2G036,3.4.21.92
3v5e,M,Q2G036,3.4.21.92
3v5e,N,Q2G036,3.4.21.92
3v5g,A,P00918,4.2.1.1
3v5i,A,Q2G036,3.4.21.92
3v5i,B,Q2G036,3.4.21.92
3v5i,C,Q2G036,3.4.21.92
3v5i,D,Q2G036,3.4.21.92
3v5i,E,Q2G036,3.4.21.92
3v5i,F,Q2G036,3.4.21.92
3v5i,G,Q2G036,3.4.21.92
3v5i,H,Q2G036,3.4.21.92
3v5i,I,Q2G036,3.4.21.92
3v5i,J,Q2G036,3.4.21.92
3v5i,K,Q2G036,3.4.21.92
3v5i,L,Q2G036,3.4.21.92
3v5i,M,Q2G036,3.4.21.92
3v5i,N,Q2G036,3.4.21.92
3v5i,O,Q2G036,3.4.21.92
3v5i,P,Q2G036,3.4.21.92
3v5i,Q,Q2G036,3.4.21.92
3v5i,R,Q2G036,3.4.21.92
3v5i,S,Q2G036,3.4.21.92
3v5i,T,Q2G036,3.4.21.92
3v5i,U,Q2G036,3.4.21.92
3v5i,V,Q2G036,3.4.21.92
3v5i,W,Q2G036,3.4.21.92
3v5i,X,Q2G036,3.4.21.92
3v5i,Y,Q2G036,3.4.21.92
3v5i,Z,Q2G036,3.4.21.92
3v5i,a,Q2G036,3.4.21.92
3v5i,b,Q2G036,3.4.21.92
3v5j,A,Q08881,2.7.10.2
3v5j,B,Q08881,2.7.10.2
3v5l,A,Q08881,2.7.10.2
3v5l,B,Q08881,2.7.10.2
3v5l,C,Q08881,2.7.10.2
3v5l,D,Q08881,2.7.10.2
3v5m,A,P0AD64,3.5.2.6
3v5n,A, ,1.1.1.-
3v5n,B, ,1.1.1.-
3v5n,C, ,1.1.1.-
3v5n,D, ,1.1.1.-
3v5o,A, ,2.5.1.15
3v5o,B, ,2.5.1.15
3v5p,A, ,2.7.11.17
3v5q,A,Q16288,2.7.10.1
3v5q,B,Q16288,2.7.10.1
3v5t,A, ,2.7.11.17
3v5v,A,P33038,2.5.1.7
3v5v,B,P33038,2.5.1.7
3v5v,C,P33038,2.5.1.7
3v5v,D,P33038,2.5.1.7
3v5w,A,P25098,2.7.11.15
3v62,C,P12954,3.6.4.12
3v62,F,P12954,3.6.4.12
3v66,A,P37268,2.5.1.21
3v67,A, ,2.7.13.3
3v67,B, ,2.7.13.3
3v6b,R, ,2.7.10.1
3v6c,A,O75604,3.4.19.12
3v6d,A,P03366,2.7.7.49
3v6d,A,P03366,2.7.7.7
3v6d,A,P03366,3.1.13.2
3v6d,A,P03366,3.1.26.13
3v6d,A,P03366,3.4.23.16
3v6d,B,P03366,2.7.7.49
3v6d,B,P03366,2.7.7.7
3v6d,B,P03366,3.1.13.2
3v6d,B,P03366,3.1.26.13
3v6d,B,P03366,3.4.23.16
3v6d,C,P03366,2.7.7.49
3v6d,C,P03366,2.7.7.7
3v6d,C,P03366,3.1.13.2
3v6d,C,P03366,3.1.26.13
3v6d,C,P03366,3.4.23.16
3v6d,D,P03366,2.7.7.49
3v6d,D,P03366,2.7.7.7
3v6d,D,P03366,3.1.13.2
3v6d,D,P03366,3.1.26.13
3v6d,D,P03366,3.4.23.16
3v6e,A,O75604,3.4.19.12
3v6h,A,Q97W02,2.7.7.7
3v6h,B,Q97W02,2.7.7.7
3v6j,A,Q97W02,2.7.7.7
3v6j,J,Q97W02,2.7.7.7
3v6k,A,Q97W02,2.7.7.7
3v6k,J,Q97W02,2.7.7.7
3v6l,A,P55212,3.4.22.59
3v6l,B,P55212,3.4.22.59
3v6m,A,P55212,3.4.22.59
3v6m,B,P55212,3.4.22.59
3v6m,C,P55212,3.4.22.59
3v6m,D,P55212,3.4.22.59
3v6m,F,P55212,3.4.22.59
3v6m,G,P55212,3.4.22.59
3v6m,I,P55212,3.4.22.59
3v6m,J,P55212,3.4.22.59
3v6q,A,P80025,1.11.1.7
3v6r,A,P53779,2.7.11.24
3v6r,B,P53779,2.7.11.24
3v6s,A,P53779,2.7.11.24
3v6s,B,P53779,2.7.11.24
3v72,A,P06766,2.7.7.7
3v75,A, ,4.1.1.23
3v7j,A,P06766,2.7.7.7
3v7k,A,P06766,2.7.7.7
3v7l,A,P06766,2.7.7.7
3v7n,A, ,4.2.3.1
3v7p,A,A6Q234,3.5.4.40
3v7t,A,P20231,3.4.21.59
3v7t,B,P20231,3.4.21.59
3v7t,C,P20231,3.4.21.59
3v7t,D,P20231,3.4.21.59
3v7u,A,Q8Y8D7,2.7.1.23
3v7w,A,Q8Y8D7,2.7.1.23
3v7x,A,P00918,4.2.1.1
3v7y,A,Q8Y8D7,2.7.1.23
3v7z,A,P29068,3.4.17.18
3v80,A,Q8Y8D7,2.7.1.23
3v81,A,P03366,2.7.7.49
3v81,A,P03366,2.7.7.7
3v81,A,P03366,3.1.13.2
3v81,A,P03366,3.1.26.13
3v81,A,P03366,3.4.23.16
3v81,B,P03366,2.7.7.49
3v81,B,P03366,2.7.7.7
3v81,B,P03366,3.1.13.2
3v81,B,P03366,3.1.26.13
3v81,B,P03366,3.4.23.16
3v81,C,P03366,2.7.7.49
3v81,C,P03366,2.7.7.7
3v81,C,P03366,3.1.13.2
3v81,C,P03366,3.1.26.13
3v81,C,P03366,3.4.23.16
3v81,D,P03366,2.7.7.49
3v81,D,P03366,2.7.7.7
3v81,D,P03366,3.1.13.2
3v81,D,P03366,3.1.26.13
3v81,D,P03366,3.4.23.16
3v85,A,Q9SIY3,3.6.1.25
3v85,A,Q9SIY3,3.6.1.3
3v8b,A, ,1.1.1.100
3v8b,B, ,1.1.1.100
3v8b,C, ,1.1.1.100
3v8b,D, ,1.1.1.100
3v8d,A,P22680,1.14.14.23
3v8d,B,P22680,1.14.14.23
3v8e,A,P53184,3.5.1.19
3v8e,B,P53184,3.5.1.19
3v8e,C,P53184,3.5.1.19
3v8e,D,P53184,3.5.1.19
3v8e,E,P53184,3.5.1.19
3v8e,F,P53184,3.5.1.19
3v8e,G,P53184,3.5.1.19
3v8h,A, ,2.1.1.45
3v8h,B, ,2.1.1.45
3v8h,C, ,2.1.1.45
3v8h,D, ,2.1.1.45
3v8i,A,Q94521,2.3.1.87
3v8i,B,Q94521,2.3.1.87
3v8m,A,Q8Y8D7,2.7.1.23
3v8n,A,Q8Y8D7,2.7.1.23
3v8p,A,Q8Y8D7,2.7.1.23
3v8q,A,Q8Y8D7,2.7.1.23
3v8r,A,Q8Y8D7,2.7.1.23
3v8s,A,Q13464,2.7.11.1
3v8s,B,Q13464,2.7.11.1
3v8s,C,Q13464,2.7.11.1
3v8s,D,Q13464,2.7.11.1
3v8t,A,Q08881,2.7.10.2
3v8t,B,Q08881,2.7.10.2
3v8v,A,P75864,2.1.1.173
3v8v,A,P75864,2.1.1.264
3v8v,B,P75864,2.1.1.173
3v8v,B,P75864,2.1.1.264
3v8w,A,Q08881,2.7.10.2
3v8w,B,Q08881,2.7.10.2
3v8y,A,P13280,2.4.1.186
3v8z,A,P13280,2.4.1.186
3v90,A,P13280,2.4.1.186
3v91,A,P13280,2.4.1.186
3v92,A,P09917,1.13.11.34
3v92,B,P09917,1.13.11.34
3v93,A, ,3.1.4.17
3v93,B, ,3.1.4.17
3v93,C, ,3.1.4.17
3v93,D, ,3.1.4.17
3v93,E, ,3.1.4.17
3v93,F, ,3.1.4.17
3v93,G, ,3.1.4.17
3v93,H, ,3.1.4.17
3v94,A, ,3.1.4.17
3v94,B, ,3.1.4.17
3v94,C, ,3.1.4.17
3v94,D, ,3.1.4.17
3v94,E, ,3.1.4.17
3v94,F, ,3.1.4.17
3v94,G, ,3.1.4.17
3v94,H, ,3.1.4.17
3v96,B,P09238,3.4.24.22
3v97,A,P75864,2.1.1.173
3v97,A,P75864,2.1.1.264
3v97,B,P75864,2.1.1.173
3v97,B,P75864,2.1.1.264
3v98,A,P09917,1.13.11.34
3v98,B,P09917,1.13.11.34
3v99,A,P09917,1.13.11.34
3v99,B,P09917,1.13.11.34
3v9b,A,Q08499,3.1.4.53
3v9b,B,Q08499,3.1.4.53
3v9b,C,Q08499,3.1.4.53
3v9b,D,Q08499,3.1.4.53
3v9c,A, ,1.10.3.2
3v9e,A, ,1.10.3.2
3v9g,A,P30038,1.2.1.88
3v9g,B,P30038,1.2.1.88
3v9g,C,P30038,1.2.1.88
3v9g,D,P30038,1.2.1.88
3v9h,A,P30038,1.2.1.88
3v9h,B,P30038,1.2.1.88
3v9h,C,P30038,1.2.1.88
3v9h,D,P30038,1.2.1.88
3v9i,A,P30038,1.2.1.88
3v9i,B,P30038,1.2.1.88
3v9i,C,P30038,1.2.1.88
3v9i,D,P30038,1.2.1.88
